TITLE,CATEGORY,URL,MAIN CONTENT,STATUS,Update-document
"BST Chantilly",JEGA COLLECTION,https://www.youtube.com/watch?v=bLdH3vS3CoI,"Jega Việt Nam hân hạnh giới thiệu video tổng quan về dự án thiết kế nội thất căn hộ cao cấp theo phong cách tân cổ điển, được thực hiện hoàn toàn trên phần mềm Jega. Video này sẽ đưa bạn khám phá từng không gian sống, từ lối vào đến phòng khách, phòng ăn, phòng học, phòng ngủ và phòng thay đồ, tất cả đều được thiết kế tinh tế với sự kết hợp màu sắc hài hòa, tạo nên vẻ đẹp sang trọng và tiện nghi.

Dưới đây là các điểm nổi bật trong video:

- **00:03**: Khám phá thiết kế lối vào với hệ tủ âm tường đa năng, tích hợp không gian lưu trữ giày dép, áo khoác và các vật dụng cá nhân, mang lại sự gọn gàng và tiện lợi ngay từ bước chân đầu tiên vào nhà.
- **00:09**: Chiêm ngưỡng không gian phòng khách sang trọng với hệ tủ tivi tích hợp kệ trưng bày và tủ kính, tạo điểm nhấn nghệ thuật và tối ưu hóa không gian lưu trữ.
- **00:17**: Thăm quan phòng ăn và tủ rượu được thiết kế đồng bộ với phòng khách, tạo nên không gian liên thông và ấm cúng, phù hợp cho những bữa ăn gia đình và những buổi tiệc nhỏ.
- **00:34**: Khám phá phòng học/làm việc với hệ tủ sách lớn và bàn làm việc tiện nghi, mang lại không gian yên tĩnh và tập trung cho công việc và học tập.
- **00:43**: Dạo quanh phòng ngủ chính với thiết kế ấm cúng, tiện nghi, bao gồm giường ngủ, tủ quần áo và bàn trang điểm, tất cả đều được bố trí hợp lý.
- **00:47**: Thăm quan phòng thay đồ rộng rãi, được trang bị tủ quần áo âm tường và bàn trang điểm, tối ưu hóa không gian lưu trữ và sắp xếp đồ dùng cá nhân một cách khoa học.
- **01:00**: Tổng hợp bảng màu sắc chủ đạo được sử dụng trong căn hộ, bao gồm Apricot Beige, Enemal White và Mung Bean, thể hiện sự tinh tế và hài hòa trong tổng thể thiết kế.",Completed,Completed
"BST Sierra",JEGA COLLECTION,https://www.youtube.com/watch?v=pGcmWwIdQwU,"Hãy cùng Jega Việt Nam khám phá video này để hiểu rõ hơn về cách chúng tôi kiến tạo không gian sống và làm việc lý tưởng cho bạn! Video này giới thiệu mẫu thiết kế nội thất SIERRA hiện đại, tối ưu công năng, phù hợp với mọi không gian từ phòng khách, phòng bếp, phòng ăn đến phòng ngủ và phòng làm việc.

Dưới đây là các nội dung chính trong video:

- **00:05**: Giới thiệu thiết kế nội thất khu vực lối vào với tủ giày và tủ chứa đồ được sắp xếp gọn gàng, khoa học, tối ưu không gian lưu trữ.
- **00:11**: Trình bày thiết kế nội thất phòng bếp tiện nghi, hiện đại với đầy đủ các ngăn chứa đồ, kệ rượu, cùng khu vực bàn đảo bếp đa năng, sang trọng.
- **00:23**: Khám phá thiết kế nội thất phòng khách rộng rãi, với hệ tủ TV âm tường tích hợp nhiều ngăn kéo, tủ chứa đồ, tạo không gian sống tiện nghi và tinh tế.
- **00:38**: Giới thiệu thiết kế nội thất phòng ăn liên thông phòng khách, với hệ tủ trưng bày lớn tích hợp nhiều ngăn kéo, giá kệ, tối ưu không gian và tạo điểm nhấn thẩm mỹ.
- **00:46**: Trình bày thiết kế nội thất phòng làm việc sang trọng, hiện đại với hệ tủ sách lớn, bàn làm việc được đặt giữa phòng, tạo không gian làm việc chuyên nghiệp, đẳng cấp.
- **00:54**: Khám phá thiết kế nội thất phòng ngủ với tủ quần áo cánh kính và hệ tủ lớn, tối ưu không gian lưu trữ và mang lại vẻ đẹp hiện đại, tiện nghi.
- **01:04**: Tổng hợp các màu sắc chủ đạo được sử dụng trong mẫu thiết kế SIERRA, bao gồm Dalton Oak, Galaxy Gray và California Walnut, tạo nên sự hài hòa và sang trọng cho tổng thể không gian.",Completed,Completed
"BST Aurora",JEGA COLLECTION,https://www.youtube.com/watch?v=W8MKO9mIky0,"Với vai trò copywriter tại Jega Việt Nam, tôi sẽ giúp bạn phân tích video và tổng hợp nội dung chính như sau:

Video này giới thiệu tổng quan về giải pháp thiết kế nội thất toàn diện của Jega, mang đến cái nhìn chi tiết về khả năng tùy biến không gian và vật liệu trong từng khu vực chức năng của ngôi nhà, từ phòng khách, phòng ăn đến phòng ngủ. Video cũng thể hiện sự linh hoạt trong việc tạo ra các thiết kế độc đáo và tối ưu hóa không gian, đồng thời giới thiệu các tùy chọn vật liệu cao cấp, giúp người dùng dễ dàng hình dung và lựa chọn phong cách phù hợp với nhu cầu và sở thích.

Dưới đây là các nội dung chính của video:
- **00:00**: Giới thiệu về dự án ""Aurora"" được thực hiện bằng giải pháp thiết kế Jega, mở đầu bằng phối cảnh tổng thể của không gian phòng ăn và phòng khách.
- **00:04**: Chi tiết thiết kế và tùy biến nội thất cho phòng khách, thể hiện khả năng linh hoạt trong việc sắp xếp các tủ, kệ, đồ trang trí, và vật liệu.
- **00:18**: Chi tiết thiết kế và tùy biến nội thất cho phòng ăn, bao gồm các tủ đựng đồ, kệ trưng bày, và bàn ăn được trang trí.
- **00:34**: Chi tiết thiết kế và tùy biến nội thất cho phòng ngủ, thể hiện cách bố trí giường, tủ quần áo, bàn làm việc, và các giải pháp lưu trữ thông minh.
- **00:58**: Giới thiệu bảng màu và vật liệu chính được sử dụng trong các thiết kế, bao gồm Pearlescent Twill, Seine Linen, Antis White Rock, và Antis Gray Rock, giúp người xem hình dung rõ hơn về sự kết hợp màu sắc và chất liệu.",Completed,Completed
"BST Grove",JEGA COLLECTION,https://www.youtube.com/watch?v=SeOhJkIE46E,"Jega Việt Nam tự hào giới thiệu dự án ""Grove"" - minh chứng cho khả năng vượt trội của Jega trong việc biến hóa không gian sống. Video này sẽ đưa bạn khám phá từng căn phòng trong một ngôi nhà được thiết kế theo phong cách hiện đại và tối ưu, từ lối vào thông minh, phòng khách sang trọng, phòng ăn tiện nghi, phòng làm việc sáng tạo đến phòng ngủ ấm cúng, tất cả đều được cá nhân hóa hoàn hảo. Hãy cùng theo dõi để chiêm ngưỡng giải pháp thiết kế nội thất toàn diện mà Jega mang lại!

Dưới đây là các điểm nổi bật trong video:

- **00:04**: Khu vực lối vào được tối ưu với hệ tủ ẩn chứa đồ và kệ trưng bày, tạo sự gọn gàng và ấn tượng ngay từ khi bước vào.
- **00:10**: Phòng khách rộng rãi, tích hợp kệ TV lớn với nhiều ngăn chứa đồ và không gian trưng bày, mang lại vẻ đẹp sang trọng và tiện nghi.
- **00:33**: Phòng ăn được thiết kế mở, liên thông với khu vực bếp, bao gồm hệ tủ âm tường đa năng cho cả lưu trữ và trưng bày, kết hợp bàn ăn lớn làm trung tâm.
- **00:48**: Phòng làm việc thông thoáng với hệ tủ sách lớn tích hợp bàn làm việc, tối ưu không gian và tạo môi trường làm việc hiệu quả.
- **01:00**: Phòng ngủ được trang bị tủ quần áo âm tường rộng rãi, với nhiều ngăn và khoang chứa đồ thông minh, đảm bảo sự tiện lợi và thẩm mỹ.
- **01:12**: Tổng quan về sự kết hợp màu sắc chủ đạo trong thiết kế: Light Oak, Pear Flower White và Danish Cherry, tạo nên không gian hài hòa và hiện đại.",Completed,Completed
"BST Lumen",JEGA COLLECTION,https://www.youtube.com/watch?v=cITC6nSjUQY,"Video này của JEGA Việt Nam giới thiệu về giải pháp thiết kế nội thất đa năng và tối ưu không gian sống cho căn hộ hiện đại. Video trình bày cách các không gian như lối vào, phòng khách, phòng ăn, phòng ngủ và phòng trẻ em có thể được thiết kế linh hoạt với các giải pháp tủ kệ thông minh, hệ thống lưu trữ đa năng và các khu vực chức năng có thể biến đổi. Đặc biệt, video nhấn mạnh khả năng tùy chỉnh màu sắc và vật liệu để phù hợp với phong cách cá nhân, tạo nên một không gian sống tiện nghi và thẩm mỹ.

Dưới đây là các ý chính trong video:

- **00:04**: Thiết kế lối vào với tủ giày và khu vực treo đồ tiện lợi.
- **00:15**: Biến đổi phòng khách từ không gian trống thành thư viện sách thông minh với hệ tủ ẩn.
- **00:20**: Thiết kế khu vực đọc sách và góc thư giãn trong phòng khách.
- **00:23**: Phòng khách tích hợp không gian học tập, vui chơi cho trẻ em với bảng vẽ và không gian sáng tạo.
- **00:30**: Tùy chỉnh phòng ăn với hệ tủ đựng đồ tiện lợi, có thể ẩn đi khi không sử dụng.
- **00:37**: Thiết kế phòng ngủ đa năng với tủ quần áo lớn và không gian làm việc hoặc thư giãn.
- **00:42**: Phòng trẻ em với giường ngủ tích hợp tủ đồ và góc học tập.
- **00:45**: Tùy chỉnh tủ quần áo và kệ sách trong phòng trẻ em.
- **00:53**: Giới thiệu tính năng phối màu sắc (Room Color Matching) trong phần mềm thiết kế, cho phép người dùng dễ dàng lựa chọn và kết hợp các tông màu như Porto Oak, Coral Green, Milk Brown.",Completed,Completed
"JEGA CLOUD DESIGN: Tính Năng Mới Tùy chỉnh linh hoạt",JCD - Highlight Function,https://www.youtube.com/watch?v=juUgqlzH4jA,"Jega Việt Nam tự hào giới thiệu video hướng dẫn chi tiết cách tùy chỉnh và thiết kế tủ bếp theo yêu cầu trên phần mềm Jega. Video này sẽ giúp bạn dễ dàng tạo ra những mẫu tủ bếp hoàn hảo, phù hợp với mọi không gian và phong cách nội thất.

Dưới đây là các nội dung chính trong video:

- **00:00**: Hướng dẫn tùy chỉnh thiết kế tủ bếp, bao gồm việc điều chỉnh kích thước và hình dạng của các module tủ.
- **00:04**: Thao tác tùy chỉnh vật liệu và màu sắc cho tủ bếp, giúp người dùng dễ dàng thay đổi diện mạo của sản phẩm.
- **00:06**: Hướng dẫn thêm các chi tiết phụ kiện như đèn LED vào trong tủ, tạo điểm nhấn và tăng tính thẩm mỹ cho tủ bếp.
- **00:11**: Di chuyển và sắp xếp các module tủ bếp trong không gian thiết kế, tối ưu hóa bố cục và công năng sử dụng.
- **00:22**: Hướng dẫn mở và đóng các cánh cửa tủ, giúp người dùng kiểm tra chức năng và đảm bảo tính linh hoạt của thiết kế.",Completed,Completed
"JEGA CLOUD DESGIN: Tính năng mới Thiết kế phòng thông minh",JCD - Highlight Function,https://www.youtube.com/watch?v=8jSnz9pMZyw,"Chào mừng quý vị đến với JEGA Việt Nam – Nền tảng thiết kế nội thất 3D toàn diện trên nền tảng đám mây! Video này sẽ giới thiệu cách Jega Cloud Design giúp bạn kiến tạo không gian sống mơ ước một cách dễ dàng và hiệu quả, từ việc lên ý tưởng mặt bằng cho đến bố trí nội thất thông minh chỉ trong vài cú click chuột. Hãy cùng khám phá những tính năng nổi bật của Jega Cloud Design!

Dưới đây là các nội dung chính được trình bày trong video:

- **00:01**: Bắt đầu với tính năng Floor Plan (Thiết kế Mặt bằng), cho phép người dùng vẽ tường, cửa, cửa sổ và các cấu kiện kết cấu một cách nhanh chóng và chính xác.
- **00:16**: Giới thiệu chức năng AI Layout & Furni AI, giúp đề xuất và bố trí nội thất thông minh, tối ưu hóa không gian.
- **00:33**: Trình bày khả năng tùy chỉnh nội thất linh hoạt, bao gồm việc điều chỉnh kích thước, vị trí và thay đổi vật liệu, mẫu mã.
- **00:49**: Minh họa khả năng áp dụng các loại vật liệu sàn, tường và đồ trang trí khác nhau, tạo nên không gian độc đáo và ấn tượng.",Completed,Completed
"JEGA CLOUD DESIGN: Tính Năng Mới Dễ Dàng Tạo Mặt Bằng",JCD - Highlight Function,https://www.youtube.com/watch?v=HbAT25seKCQ,"Jega Việt Nam tự hào giới thiệu video hướng dẫn chi tiết về cách thiết kế mặt bằng trên phần mềm Jega, một công cụ đắc lực giúp kiến tạo không gian sống và làm việc. Video này sẽ hướng dẫn bạn từ những bước cơ bản nhất như vẽ tường thẳng, tường cong, tường nửa, đến việc tùy chỉnh các hình dạng phức tạp và tạo hình 3D độc đáo. Khám phá ngay để tối ưu hóa quy trình thiết kế và mang lại những trải nghiệm trực quan, chân thực cho khách hàng của bạn!

- **00:00**: Hướng dẫn vẽ tường thẳng và tùy chỉnh kích thước tường.
- **00:02**: Hướng dẫn vẽ tường cong và tùy chỉnh bán kính, góc cong của tường.
- **00:09**: Hướng dẫn vẽ tường nửa (Half wall) và điều chỉnh chiều cao, độ dày.
- **00:18**: Hướng dẫn vẽ tường theo các hình dạng tự do (Free Drawing) như hình ngôi sao, hình chữ nhật tùy chỉnh.
- **00:32**: Hướng dẫn vẽ tường dựa trên việc phác thảo (traced walls), giúp người dùng dễ dàng chuyển đổi từ hình ảnh mặt bằng 2D thành mô hình 3D.
- **00:41**: Hướng dẫn tùy chỉnh hình dạng của tường đã vẽ (shape editing) bao gồm thêm điểm, thay đổi đường cong.",Completed,Completed
"JEGA CLOUD DESIGN: Dàn dựng & Tái thiết kế không gian ảo bằng AI",JCD - Highlight Function,https://www.youtube.com/watch?v=Db_BIgXZnxQ,"Chào mừng bạn đến với JEGA Việt Nam! Video này sẽ khám phá những tính năng AI mạnh mẽ trong phần mềm thiết kế Jega, giúp quá trình thiết kế nội thất của bạn trở nên thông minh và hiệu quả hơn bao giờ hết. Từ việc tự động thiết lập ánh sáng chuyên nghiệp cho đến khả năng đề xuất các góc nhìn camera thông minh, Jega AI sẽ nâng tầm các bản thiết kế của bạn.

Dưới đây là các tính năng chính được giới thiệu trong video:

- **00:01**: **Tự động thiết lập ánh sáng:** Jega AI tự động tạo ra các thiết lập ánh sáng chân thực, phù hợp với từng không gian và mục đích sử dụng. Bạn có thể dễ dàng chuyển đổi giữa các chế độ ánh sáng khác nhau như ""Realistic sunlight"", ""Natural 3.0"" hay ""Realistic light"", giúp bản vẽ trở nên sống động và chuyên nghiệp hơn.
- **00:11**: **Góc nhìn camera thông minh:** Tính năng ""Intelligent perspective"" cho phép AI tự động đề xuất và tạo ra các góc nhìn camera tối ưu cho không gian của bạn, giúp bạn dễ dàng có được những hình ảnh render đẹp mắt và đa dạng mà không cần tốn nhiều thời gian điều chỉnh thủ công.",Completed,Completed
"JEGA CLOUD DESIGN: Enhanced Rendering",JCD - Highlight Function,https://www.youtube.com/watch?v=vgOwj1XL9mQ,"Chào mừng bạn đến với video giới thiệu tính năng ""Rendering Nâng Cao"" trong phần mềm thiết kế Jega!

Video này sẽ đưa bạn khám phá cách Jega tạo ra những hình ảnh và video nội thất sống động, chân thực đến bất ngờ. Với các tùy chọn cài đặt ánh sáng linh hoạt và khả năng tạo góc nhìn camera thông minh, Jega giúp bạn biến ý tưởng thiết kế thành những sản phẩm trực quan, ấn tượng, chinh phục mọi khách hàng khó tính nhất.

Hãy cùng xem Jega mang đến những gì để nâng tầm trải nghiệm thiết kế của bạn:

*   **00:00**: **Tùy chỉnh mẫu ánh sáng linh hoạt**: Jega cho phép bạn dễ dàng lựa chọn và áp dụng các mẫu ánh sáng khác nhau như ""Realistic Sunlight 2.0"" hoặc ""Natural 3.0"" để mô phỏng ánh sáng tự nhiên hoặc ánh sáng ấm áp, mang lại hiệu ứng chân thực cho không gian thiết kế của bạn.
*   **00:04**: **Tự động tạo góc nhìn AI thông minh**: Tính năng AI Perspective giúp Jega tự động tạo ra nhiều góc nhìn camera khác nhau, tối ưu hóa bố cục và hiển thị chi tiết của không gian, giúp bạn dễ dàng khám phá và lựa chọn những góc nhìn đẹp nhất cho dự án của mình.
*   **00:08**: **Xem trước và quản lý góc nhìn đã render**: Sau khi quá trình render hoàn tất, Jega hiển thị một thư viện các hình ảnh đã render từ các góc nhìn khác nhau, cho phép bạn xem lại, so sánh và quản lý các sản phẩm render một cách thuận tiện.
*   **00:20**: **Trải nghiệm hình ảnh render chất lượng cao**: Video giới thiệu các sản phẩm render cuối cùng với chất lượng hình ảnh sắc nét, màu sắc sống động và chi tiết chân thực, chứng minh khả năng render vượt trội của Jega, mang đến trải nghiệm thị giác ấn tượng cho người xem.",Completed,Completed
"JEGA CLOUD DESGIN: AI intelligent sample room",JCD - Highlight Function,https://www.youtube.com/watch?v=9wlJL76ilV4,"Jega Việt Nam hân hạnh giới thiệu video hướng dẫn sử dụng các tính năng thông minh của phần mềm Jega Cloud Design, giúp bạn tối ưu hóa quy trình thiết kế nội thất và tạo ra những không gian sống đẳng cấp. Video này sẽ trình bày chi tiết cách thức nhập mặt bằng, sử dụng AI Layout để bố trí nội thất tự động, và các tính năng tùy chỉnh linh hoạt, mang lại hiệu quả vượt trội cho công việc của bạn.

Dưới đây là các nội dung chính được trình bày trong video:

- **00:00**: Hướng dẫn cách nhập mặt bằng, bao gồm nhập mặt bằng từ ảnh và chỉnh sửa kích thước tường, mang lại sự linh hoạt tối đa cho việc khởi tạo dự án.
- **00:12**: Trình bày tính năng AI Layout, cho phép người dùng lựa chọn và áp dụng các bố cục nội thất có sẵn một cách nhanh chóng, tối ưu hóa không gian.
- **00:23**: Thao tác áp dụng bố cục nội thất vào mặt bằng và xem kết quả dưới dạng 3D, giúp hình dung rõ ràng hơn về không gian sau khi thiết kế.
- **00:34**: Hướng dẫn tùy chỉnh cửa và cửa sổ theo ý muốn, mang lại sự linh hoạt trong việc điều chỉnh các chi tiết kiến trúc.",Completed,Completed
"JEGA CLOUD DESIGN: Tính năng Render Video Hiệu Ứng 3D",JCD - Highlight Function,https://www.youtube.com/watch?v=nrpOyBAaam4,"Jega Việt Nam hân hạnh giới thiệu video ""Walkthrough Animation"" - một minh chứng sống động cho khả năng kết xuất và tạo hoạt ảnh chuyên nghiệp của phần mềm Jega. Video này sẽ đưa quý vị khám phá một không gian nội thất được thiết kế và dựng hình hoàn chỉnh, thể hiện rõ nét sự tinh tế trong từng chi tiết và hiệu ứng ánh sáng chân thực mà Jega mang lại.

- **00:00**: Giới thiệu tổng quan không gian phòng khách trống, chờ được bố trí nội thất.
- **00:01**: Quá trình tự động bố trí nội thất phòng khách với đầy đủ các vật dụng như sofa, bàn trà, thảm, ghế thư giãn, tranh trang trí và kệ TV, tạo nên một không gian sống động và hài hòa.
- **00:07**: Chuyển cảnh sang không gian bếp với đầy đủ các vật dụng cơ bản như tủ bếp, bàn đảo, ghế bar, chậu rửa.
- **00:10**: Quá trình tự động bố trí các vật dụng và chi tiết nhỏ hơn trong không gian bếp, bao gồm các thiết bị nấu ăn tích hợp, đồ trang trí, kệ đựng đồ, giúp hoàn thiện không gian bếp hiện đại và tiện nghi.",Completed,Completed
"Tính năng tạo Virtual showroom",JCD - Highlight Function,https://www.youtube.com/watch?v=ehPTe9Rphdc,"Chào mừng bạn đến với Jega Việt Nam!

Video này giới thiệu chi tiết về cách Jega tái hiện không gian nội thất một cách chân thực thông qua công nghệ 3D, đặc biệt là tính năng ""Smart Lighting"". Từ việc điều chỉnh cường độ sáng của từng loại đèn, đến thay đổi ánh sáng theo các kịch bản sử dụng (họp, ăn tối, đọc sách, xem phim), Jega mang đến trải nghiệm thiết kế và xem trước không gian sống động, giúp bạn dễ dàng hình dung và tùy chỉnh ngôi nhà mơ ước.

Các nội dung chính trong video bao gồm:
*   **00:00**: Tổng quan về giao diện ""Virtual Showroom"" của Jega, nơi trưng bày các không gian nội thất được thiết kế sẵn.
*   **00:02**: Hướng dẫn bật/tắt từng loại đèn riêng lẻ trong không gian, cho phép kiểm soát ánh sáng cục bộ.
*   **00:08**: Hướng dẫn bật/tắt toàn bộ đèn trong không gian, mang lại cái nhìn tổng thể về hiệu ứng ánh sáng.
*   **00:09**: Tính năng thay đổi ánh sáng theo các kịch bản cài đặt sẵn như ""Meeting"", ""Arriving"", ""Dinner"", ""Cinema"", ""Reading"", ""Leaving"", cho phép mô phỏng không khí phù hợp với từng hoạt động.
*   **00:14**: Chế độ ""Pseudo Color"" hiển thị phân tích nhiệt độ và cường độ ánh sáng trong không gian, giúp người dùng đánh giá và tối ưu hóa hệ thống chiếu sáng.",Completed,Completed
"Tính năng Visioneer - Doanh nghiệp tương tác tốt hơn với khách hàng",JCD - Highlight Function,https://www.youtube.com/watch?v=rlNjkY33N1s,"Chào mừng Quý khách đến với Jega Việt Nam!

Video này trình bày cách bạn có thể dễ dàng thay đổi chất liệu và bố cục nội thất trong các dự án thiết kế trên phần mềm Jega. Từ việc tùy chỉnh vật liệu cho sofa, thay đổi màu sắc tường, đến việc thiết kế và thay đổi nội thất, Jega đều hỗ trợ mạnh mẽ, giúp bạn tạo ra những bản thiết kế độc đáo và chuyên nghiệp.

Video tập trung vào các tính năng nổi bật sau:

- **00:00**: Tổng quan về thiết kế nội thất nhà bếp và các tủ bếp với cánh cửa có thể mở ra/đóng vào linh hoạt, cho thấy tính năng tương tác của phần mềm.
- **00:04**: Chuyển sang góc nhìn tổng thể ngôi nhà (Bird View) và đi sâu vào phòng khách, trình bày chi tiết về khả năng sắp xếp và tùy chỉnh nội thất trong không gian lớn.
- **00:07**: Minh họa cách thay đổi bố cục ghế sofa, cho phép người dùng dễ dàng di chuyển và sắp xếp lại các thành phần nội thất.
- **00:11**: Tính năng thay đổi chất liệu của ghế sofa, thể hiện sự linh hoạt trong việc tùy chỉnh bề mặt và màu sắc.
- **00:15**: Hướng dẫn thay đổi màu sắc tường, cho phép người dùng thay đổi diện mạo tổng thể của căn phòng một cách nhanh chóng.
- **00:18**: Trình bày cách thiết kế và tùy chỉnh các tủ quần áo có cánh cửa có thể mở ra/đóng vào, giúp người dùng sắp xếp không gian lưu trữ hiệu quả.
- **00:21**: Hướng dẫn lưu dự án, đảm bảo mọi thay đổi đều được lưu lại an toàn.
- **00:23**: Tính năng chia sẻ dự án qua mã QR, tạo điều kiện thuận lợi cho việc cộng tác và trình bày ý tưởng với khách hàng.
- **00:26**: Thao tác thiết kế nội thất trên điện thoại, cho thấy Jega tương thích với nhiều thiết bị, giúp người dùng làm việc mọi lúc mọi nơi.
- **00:29**: Thay đổi chi tiết và chất liệu của nội thất trên điện thoại, minh họa khả năng điều chỉnh linh hoạt ngay cả trên thiết bị di động.

Với Jega, việc thiết kế nội thất trở nên dễ dàng và trực quan hơn bao giờ hết.",Completed,Completed
"Tính năng render VR toàn cảnh 720 độ",JCD - Highlight Function,https://www.youtube.com/watch?v=3maV_Sxv4Cg,"Chào mừng bạn đến với Jega Việt Nam! 

Video này sẽ hướng dẫn chi tiết cách sử dụng tính năng Render VR toàn cảnh 720 độ trong phần mềm Jega, giúp bạn tạo ra những hình ảnh chân thực và trải nghiệm không gian sống động cho khách hàng.

Dưới đây là các bước và tính năng chính được giới thiệu trong video:

- **00:09**: Tổng quan về giao diện phần mềm Jega và việc điều hướng trong không gian thiết kế 3D.
- **00:19**: Hướng dẫn truy cập tính năng Render VR toàn cảnh 720 độ thông qua mục ""Panorama"" trong phần ""Render"".
- **00:20**: Điều chỉnh các tùy chọn cài đặt render như chất lượng hình ảnh (Standard, Quick Speed, Film and Television), độ phân giải (4K, 8K, 16K) và các chế độ chiếu sáng khác nhau để tối ưu hóa hình ảnh.
- **00:23**: Thao tác điều chỉnh góc nhìn và vị trí camera để chọn khung cảnh ưng ý nhất trước khi render.
- **00:29**: Kích hoạt quá trình render để tạo hình ảnh VR 720 độ.
- **00:32**: Xem lại kết quả render VR đã hoàn thành, thể hiện khả năng xoay và quan sát toàn bộ không gian 360 độ.
- **00:38**: Trải nghiệm thực tế không gian đã render VR 720 độ, cho phép người dùng tự do khám phá mọi góc cạnh của thiết kế nội thất.

Hãy cùng Jega khám phá và tạo nên những trải nghiệm thiết kế độc đáo!",Completed,Completed
"Tính năng mạnh mẽ - Hiệu năng sử dụng cao",JCD - Highlight Function,https://www.youtube.com/watch?v=53DvOGnUgUc,"Jega Việt Nam là công ty tiên phong trong việc cung cấp hệ sinh thái kỹ thuật số và nền tảng dịch vụ chuỗi cung ứng toàn diện cho ngành nội thất tại thị trường Việt Nam. Chúng tôi hoạt động dựa trên nền tảng công nghệ điện toán đám mây, trí tuệ nhân tạo (AI) và dữ liệu lớn (Big Data). Video này giới thiệu khả năng tạo ra các thiết kế nội thất đa dạng từ Jega (Phần mềm Thiết kế), đồng thời cho thấy tính năng kết xuất hình ảnh chất lượng cao một cách nhanh chóng và hiệu quả.

Dưới đây là các nội dung chính của video:

- **00:08**: Jega (Phần mềm Thiết kế) thể hiện hiệu năng sử dụng cao, cho phép người dùng dễ dàng bố trí và tùy chỉnh nội thất trong các không gian khác nhau như phòng làm việc, phòng bếp và phòng ngủ.
- **00:32**: Hướng dẫn cách sử dụng chức năng render (kết xuất) trong Jega để tạo ra các hình ảnh thiết kế chân thực.
- **00:43**: Jega thực hiện quá trình render một cách nhanh chóng, đồng thời quản lý các ảnh đã render trong một thư viện, giúp người dùng dễ dàng xem lại và tải xuống.",Completed,Completed
"Tính năng Nhận diện mặt bằng thông minh",JCD - Highlight Function,https://www.youtube.com/watch?v=o0XxsqqNwLI,"Chào mừng bạn đến với JEGA Việt Nam! Video này sẽ hướng dẫn chi tiết cách sử dụng tính năng ""Nhận diện mặt bằng thông minh"" trong phần mềm thiết kế Jega, giúp bạn dễ dàng chuyển đổi bản vẽ 2D thành mô hình 3D hoàn chỉnh chỉ với vài thao tác đơn giản.

Các nội dung chính trong video bao gồm:
- **00:09**: Giới thiệu về tính năng ""Nhận diện mặt bằng thông minh"" của phần mềm Jega.
- **00:12**: Hướng dẫn tải lên bản vẽ mặt bằng 2D vào phần mềm.
- **00:15**: Thực hiện nhận diện bản vẽ mặt bằng 2D bằng tính năng Smart Recognition.
- **00:20**: Thiết lập thông số và xác nhận kích thước tường cho bản vẽ đã nhận diện.
- **00:30**: Hiển thị kết quả bản vẽ mặt bằng đã được nhận diện thành công và xem dưới dạng 3D.",Completed,Completed
"ĐIỂM DANH TÍNH NĂNG MẠNH MẼ CỦA JEGA CLOUD DESIGN #jega_cloud_design #interiordesign",JCD - Highlight Function,https://www.youtube.com/watch?v=zzGfq6eVGCQ,"Chào mừng bạn đến với JEGA Việt Nam! Trong video này, chúng ta sẽ cùng khám phá những tính năng mạnh mẽ của phần mềm thiết kế Jega Cloud Design – giải pháp đột phá giúp tối ưu hóa quy trình làm việc trong ngành nội thất.

- **00:05**: Jega Cloud Design giúp bạn Render ảnh 4K chỉ trong 2 phút và tạo phòng mẫu chỉ trong vài giây, tiết kiệm đáng kể thời gian thiết kế.
- **00:11**: Phần mềm hỗ trợ Render ảnh với nhiều độ phân giải khác nhau như 2K, 4K, 8K, 16K, Panorama và Video, đáp ứng mọi nhu cầu trình bày ý tưởng của bạn.
- **00:17**: Với thao tác thiết kế đơn giản, người dùng có thể thành thạo phần mềm chỉ sau 3 tiếng, giúp nhanh chóng bắt đầu công việc.
- **00:22**: Jega Cloud Design không yêu cầu cấu hình PC cao, chỉ cần một chiếc laptop thông thường, đồng thời kết nối liền mạch với quy trình sản xuất, đảm bảo hiệu quả toàn diện.
- **00:28**: Phần mềm tự động xuất bản vẽ CAD, lên danh mục vật tư và báo giá nhanh chóng, giảm thiểu sai sót và đẩy nhanh tiến độ dự án.
- **00:34**: Đặc biệt, Jega Cloud Design giúp bạn lên concept và trả bản thiết kế chỉ trong 1 tiếng, nâng cao năng lực cạnh tranh và sự hài lòng của khách hàng.

Hãy đăng ký ngay để trải nghiệm Jega Cloud Design và nâng tầm hiệu suất làm việc của bạn!",Completed,Completed
